תאריך,מספר לקוחות,Carciofi Alla Giodia,חציל פרמז'ן,טירמיסו,טליאטה די מנזו,כבדי עוף ובצל מטוגן,לברק שלם,לזניה בולונז,לינגוויני ארביאטה,לינגוויני ירקות,מאצי 4 גבינות,מאצי רוזה אפונה ובייקון,מבחר פטריות,נמסיס,סלט חסה גדול,סלט קולורבי,סלט קיסר,עוגת גבינה,פוקצ'ת הבית,פטוצ'יני תרד גורגונזולה,פנה קרבונרה,פסטה בולונז,פפרדלה פטריות ושמנת,פרגיות,קרפצ'יו בקר אורוגולה ופרמז'ן,שרימפס אליו פפרונצ'ינו,טורטלוני,פילה דג,פסטה פירות ים,ריזוטו,יום בשבוע,חודש
2023-11-13,249.0,4.0,18.0,46.0,9.0,6.0,4.0,22.0,7.0,19.0,6.0,12.0,22.0,8.0,17,8.0,11.0,10.0,71,37.0,17.0,14.0,16.0,6.0,14.0,15.0,15.0,7.0,6.0,8.0,2,11
2023-11-12,280.0,12.0,11.0,30.0,6.0,4.0,10.0,11.0,13.0,7.0,1.0,5.0,12.0,4.0,11,9.0,17.0,15.0,44,27.0,10.0,9.0,16.0,3.0,10.0,5.0,11.0,9.0,4.0,8.0,1,11
2023-11-11,366.5,13.0,48.0,58.0,20.0,15.0,8.0,30.0,16.0,18.0,11.0,14.0,23.0,16.0,27,25.0,25.0,21.0,102,54.0,41.0,38.0,21.0,14.0,40.0,24.0,21.0,27.0,13.0,19.0,7,11
2023-11-10,362.5,17.0,32.0,56.0,10.0,7.0,3.0,51.0,23.0,14.0,6.0,17.0,29.0,18.0,27,19.0,17.0,12.0,95,44.0,26.0,36.0,24.0,6.0,39.0,17.0,40.0,25.0,18.0,9.0,6,11
2023-11-09,361.0,11.0,14.0,50.0,9.0,5.0,9.0,11.0,17.0,18.0,5.0,5.0,19.0,10.0,18,23.0,21.0,15.0,57,37.0,12.0,12.0,18.0,3.0,14.0,9.0,26.0,5.0,6.0,14.0,5,11
2023-11-08,303.0,18.0,14.0,32.0,12.0,3.0,3.0,1.0,2.0,10.0,9.0,3.0,9.0,17.0,8,18.0,24.0,9.0,31,17.0,2.0,4.0,12.0,5.0,27.0,14.0,25.0,0.0,0.0,0.0,4,11
2023-11-07,307.0,12.0,8.0,37.0,14.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,18.0,12.0,7,26.0,19.0,5.0,39,18.0,3.0,5.0,12.0,1.0,20.0,20.0,37.0,0.0,0.0,0.0,3,11
2023-11-06,294.0,10.0,11.0,24.0,9.0,3.0,9.0,5.0,8.0,10.0,7.0,2.0,19.0,15.0,6,9.0,21.0,6.0,29,10.0,1.0,1.0,8.0,8.0,39.0,14.0,32.0,0.0,0.0,0.0,2,11
2023-11-05,280.0,4.0,12.0,15.0,17.0,1.0,4.0,3.0,6.0,2.0,1.0,8.0,27.0,8.0,4,2.0,22.0,5.0,62,15.0,1.0,5.0,8.0,1.0,47.0,13.0,42.0,0.0,0.0,0.0,1,11
2023-11-04,366.5,10.0,26.0,34.0,24.0,11.0,1.0,10.0,15.0,16.0,5.0,5.0,6.0,10.0,16,5.0,14.0,20.0,73,24.0,11.0,17.0,8.0,6.0,19.0,10.0,23.0,0.0,0.0,12.0,7,11
2023-11-03,362.5,22.0,24.0,46.0,9.0,1.0,4.0,19.0,6.0,6.0,3.0,9.0,13.0,8.0,8,9.0,12.0,9.0,56,21.0,7.0,14.0,5.0,7.0,9.0,10.0,35.0,4.0,1.0,14.0,6,11
2023-11-02,361.0,7.0,9.0,34.0,11.0,3.0,6.0,6.0,5.0,13.0,1.0,10.0,33.0,17.0,12,23.0,20.0,8.0,32,13.0,7.0,7.0,11.0,1.0,31.0,6.0,31.0,0.0,0.0,0.0,5,11
2023-11-01,303.0,9.0,11.0,27.0,15.0,7.0,1.0,3.0,5.0,7.0,1.0,3.0,33.0,19.0,8,22.0,25.0,7.0,37,16.0,3.0,6.0,12.0,2.0,20.0,4.0,13.0,0.0,0.0,0.0,4,11
2023-10-31,307.0,7.0,10.0,35.0,6.0,2.0,4.0,6.0,8.0,9.0,2.0,3.0,26.0,15.0,8,13.0,25.0,10.0,29,15.0,5.0,4.0,6.0,2.0,31.0,6.0,34.0,0.0,0.0,0.0,3,10
2023-10-30,294.0,6.0,10.0,22.0,23.0,3.0,5.0,4.0,10.0,14.0,8.0,4.0,26.0,8.0,6,13.0,19.0,7.0,122,11.0,1.0,5.0,8.0,2.0,24.0,12.0,25.0,0.0,0.0,0.0,2,10
2023-10-29,280.0,7.0,5.0,11.0,16.0,1.0,11.0,1.0,5.0,4.0,5.0,3.0,22.0,23.0,6,25.0,36.0,3.0,128,10.0,1.0,1.0,6.0,1.0,31.0,7.0,35.0,0.0,0.0,0.0,1,10
2023-10-28,366.5,8.0,17.0,29.0,6.0,4.0,2.0,13.0,4.0,13.0,0.0,3.0,13.0,25.0,16,14.0,20.0,21.0,37,15.0,10.0,7.0,5.0,3.0,17.0,8.0,37.0,0.0,0.0,0.0,7,10
2023-10-27,362.5,13.0,21.0,31.0,9.0,3.0,9.0,13.0,14.0,10.0,2.0,2.0,16.0,4.0,9,15.0,18.0,2.0,47,29.0,8.0,10.0,5.0,1.0,29.0,4.0,43.0,0.0,1.0,0.0,6,10
2023-10-26,361.0,1.0,13.0,23.0,12.0,11.0,7.0,5.0,3.0,13.0,1.0,2.0,18.0,11.0,3,25.0,11.0,8.0,29,18.0,1.0,20.0,6.0,8.0,27.0,1.0,26.0,0.0,0.0,0.0,5,10
2023-10-25,303.0,10.0,11.0,28.0,9.0,5.0,1.0,3.0,6.0,14.0,8.0,14.0,25.0,10.0,10,19.0,19.0,7.0,27,28.0,2.0,10.0,16.0,1.0,33.0,23.0,29.0,0.0,0.0,0.0,4,10
2023-10-24,307.0,21.0,6.0,18.0,13.0,1.0,6.0,41.0,9.0,7.0,7.0,1.0,33.0,15.0,9,10.0,31.0,6.0,70,14.0,4.0,2.0,10.0,1.0,32.0,14.0,32.0,0.0,0.0,0.0,3,10
2023-10-23,294.0,13.0,9.0,21.0,5.0,5.0,5.0,23.0,9.0,8.0,1.0,3.0,23.0,10.0,13,18.0,18.0,4.0,112,15.0,2.0,3.0,5.0,1.0,12.0,9.0,35.0,0.0,0.0,0.0,2,10
2023-10-22,280.0,14.0,12.0,19.0,10.0,8.0,2.0,0.0,6.0,16.0,1.0,4.0,24.0,31.0,8,15.0,28.0,8.0,72,25.0,23.0,2.0,1.0,1.0,30.0,3.0,20.0,0.0,0.0,0.0,1,10
2023-10-21,366.5,17.0,8.0,22.0,13.0,1.0,6.0,5.0,4.0,12.0,5.0,4.0,6.0,18.0,13,16.0,14.0,12.0,24,27.0,1.0,6.0,1.0,2.0,30.0,12.0,27.0,0.0,0.0,0.0,7,10
2023-10-20,362.5,23.0,17.0,28.0,5.0,5.0,8.0,10.0,8.0,14.0,2.0,6.0,24.0,19.0,18,18.0,27.0,19.0,81,18.0,11.0,14.0,5.0,9.0,32.0,13.0,30.0,0.0,0.0,0.0,6,10
2023-10-19,361.0,11.0,9.0,15.0,9.0,4.0,2.0,4.0,8.0,13.0,3.0,3.0,33.0,13.0,7,18.0,16.0,10.0,65,13.0,3.0,5.0,2.0,3.0,21.0,15.0,31.0,0.0,0.0,0.0,5,10
2023-10-18,303.0,16.0,9.0,14.0,17.0,2.0,8.0,4.0,5.0,6.0,1.0,2.0,19.0,11.0,13,14.0,17.0,13.0,111,15.0,1.0,2.0,3.0,1.0,41.0,23.0,23.0,0.0,0.0,0.0,4,10
2023-10-17,307.0,18.0,7.0,9.0,13.0,17.0,9.0,20.0,7.0,12.0,19.0,10.0,22.0,12.0,4,17.0,19.0,12.0,9,18.0,38.0,5.0,3.0,3.0,29.0,11.0,26.0,0.0,0.0,0.0,3,10
2023-10-16,294.0,9.0,18.0,17.0,12.0,17.0,5.0,41.0,2.0,2.0,1.0,6.0,25.0,16.0,11,6.0,32.0,6.0,127,40.0,8.0,5.0,31.0,3.0,24.0,12.0,25.0,0.0,0.0,0.0,2,10
2023-10-15,280.0,12.0,7.0,8.0,12.0,2.0,5.0,21.0,2.0,1.0,1.0,6.0,40.0,4.0,5,24.0,25.0,14.0,88,51.0,5.0,3.0,1.0,3.0,21.0,7.0,38.0,0.0,0.0,0.0,1,10
2023-10-14,366.5,14.0,12.0,17.0,6.0,12.0,7.0,26.0,13.0,3.0,3.0,2.0,21.0,22.0,11,13.0,18.0,13.0,17,35.0,13.0,7.0,2.0,6.0,40.0,15.0,20.0,0.0,0.0,0.0,7,10
2023-10-13,362.5,9.0,8.0,40.0,5.0,1.0,6.0,12.0,2.0,5.0,3.0,2.0,18.0,20.0,8,26.0,34.0,17.0,25,39.0,18.0,23.0,3.0,9.0,32.0,15.0,29.0,0.0,0.0,0.0,6,10
2023-10-12,361.0,15.0,15.0,21.0,11.0,9.0,8.0,12.0,2.0,6.0,1.0,3.0,22.0,19.0,4,23.0,25.0,9.0,76,58.0,7.0,3.0,3.0,13.0,18.0,21.0,22.0,0.0,0.0,0.0,5,10
2023-10-11,303.0,8.0,4.0,16.0,8.0,8.0,8.0,21.0,4.0,10.0,1.0,2.0,18.0,18.0,1,8.0,17.0,9.0,77,32.0,5.0,1.0,11.0,6.0,19.0,16.0,31.0,0.0,0.0,0.0,4,10
2023-10-10,307.0,14.0,14.0,9.0,8.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,18.0,17.0,9,20.0,8.0,3.0,77,37.0,6.0,2.0,1.0,7.0,19.0,9.0,46.0,0.0,0.0,0.0,3,10
2023-10-06,362.5,12.0,38.0,55.0,15.0,16.0,8.0,43.0,12.0,18.0,7.0,24.0,19.0,21.0,15,19.0,22.0,23.0,93,57.0,35.0,38.0,29.0,4.0,33.0,20.0,30.0,22.0,4.0,12.0,6,10
2023-10-05,361.0,14.0,19.0,51.0,16.0,8.0,7.0,18.0,21.0,12.0,8.0,18.0,30.0,23.0,26,23.0,21.0,15.0,94,40.0,39.0,21.0,31.0,7.0,27.0,25.0,20.0,16.0,12.0,6.0,5,10
2023-10-04,272.0,5.0,21.0,51.0,7.0,6.0,4.0,25.0,11.0,13.0,9.0,7.0,16.0,17.0,17,18.0,20.0,10.0,83,44.0,25.0,22.0,24.0,6.0,31.0,11.0,25.0,5.0,12.0,4.0,4,10
2023-10-03,342.0,5.0,15.0,45.0,10.0,12.0,3.0,25.0,18.0,12.0,9.0,11.0,18.0,20.0,20,24.0,22.0,20.0,91,41.0,26.0,27.0,20.0,6.0,28.0,4.0,27.0,11.0,9.0,11.0,3,10
2023-10-02,323.0,16.0,18.0,46.0,5.0,7.0,3.0,27.0,12.0,15.0,11.0,15.0,21.0,15.0,12,25.0,24.0,18.0,67,41.0,28.0,21.0,25.0,8.0,26.0,11.0,27.0,18.0,6.0,9.0,2,10
2023-10-01,277.0,14.0,23.0,39.0,7.0,5.0,1.0,22.0,14.0,12.0,7.0,9.0,15.0,20.0,12,13.0,20.0,9.0,73,26.0,24.0,22.0,20.0,4.0,20.0,12.0,25.0,6.0,6.0,5.0,1,10
2023-09-30,349.0,10.0,43.0,64.0,16.0,11.0,5.0,34.0,20.0,13.0,0.0,17.0,19.0,10.0,21,20.0,31.0,12.0,110,59.0,40.0,26.0,36.0,10.0,21.0,16.0,37.0,23.0,15.0,0.0,7,9
2023-09-29,360.0,15.0,38.0,56.0,24.0,19.0,6.0,32.0,16.0,18.0,15.0,20.0,26.0,11.0,13,17.0,21.0,20.0,108,52.0,27.0,24.0,32.0,14.0,29.0,20.0,22.0,31.0,7.0,10.0,6,9
2023-09-28,405.0,10.0,33.0,46.0,10.0,3.0,4.0,28.0,12.0,14.0,1.0,4.0,9.0,12.0,21,21.0,27.0,13.0,68,51.0,21.0,14.0,21.0,11.0,27.0,11.0,33.0,5.0,6.0,4.0,5,9
2023-09-27,303.0,2.0,12.0,29.0,4.0,5.0,1.0,14.0,9.0,6.0,10.0,7.0,6.0,14.0,17,10.0,8.0,9.0,54,29.0,23.0,13.0,16.0,4.0,17.0,4.0,25.0,4.0,10.0,6.0,4,9
2023-09-26,307.0,7.0,16.0,43.0,2.0,6.0,3.0,17.0,12.0,8.0,14.0,3.0,20.0,8.0,17,10.0,11.0,13.0,52,19.0,11.0,19.0,17.0,6.0,12.0,9.0,19.0,17.0,12.0,0.0,3,9
2023-09-23,357.0,17.0,34.0,47.0,15.0,9.0,10.0,27.0,14.0,23.0,9.0,15.0,25.0,18.0,18,19.0,32.0,19.0,106,55.0,26.0,43.0,37.0,12.0,28.0,10.0,46.0,26.0,8.0,0.0,7,9
2023-09-22,384.0,12.0,33.0,54.0,12.0,7.0,9.0,43.0,18.0,16.0,3.0,8.0,19.0,14.0,24,14.0,26.0,12.0,94,59.0,42.0,31.0,22.0,19.0,32.0,12.0,40.0,30.0,8.0,7.0,6,9
2023-09-21,292.0,9.0,17.0,31.0,5.0,7.0,5.0,10.0,15.0,8.0,1.0,7.0,13.0,14.0,14,18.0,13.0,12.0,49,36.0,16.0,13.0,21.0,7.0,12.0,11.0,30.0,8.0,2.0,10.0,5,9
2023-09-20,254.0,7.0,18.0,27.0,4.0,5.0,2.0,27.0,12.0,11.0,7.0,9.0,23.0,23.0,10,19.0,13.0,11.0,62,21.0,15.0,19.0,15.0,5.0,15.0,9.0,23.0,15.0,6.0,6.0,4,9
2023-09-19,277.0,8.0,12.0,32.0,4.0,2.0,5.0,16.0,12.0,9.0,1.0,7.0,11.0,10.0,12,14.0,13.0,7.0,53,42.0,20.0,10.0,19.0,8.0,18.0,5.0,22.0,7.0,3.0,9.0,3,9
2023-09-18,244.0,7.0,12.0,35.0,1.0,4.0,1.0,18.0,5.0,10.0,7.0,6.0,6.0,10.0,8,10.0,9.0,10.0,47,33.0,15.0,7.0,11.0,5.0,11.0,3.0,18.0,4.0,5.0,11.0,2,9
2023-09-17,280.0,13.0,41.0,63.0,17.0,10.0,12.0,34.0,19.0,12.0,1.0,12.0,28.0,19.0,22,16.0,26.0,15.0,111,71.0,41.0,37.0,38.0,19.0,30.0,22.0,32.0,20.0,11.0,0.0,1,9
2023-09-14,350.0,12.0,26.0,47.0,11.0,5.0,2.0,28.0,9.0,10.0,1.0,12.0,9.0,19.0,15,19.0,15.0,14.0,81,51.0,25.0,22.0,32.0,5.0,22.0,8.0,39.0,5.0,3.0,0.0,5,9
2023-09-13,295.0,17.0,20.0,39.0,9.0,9.0,3.0,22.0,11.0,10.0,14.0,16.0,19.0,5.0,17,16.0,9.0,20.0,81,47.0,23.0,20.0,9.0,12.0,29.0,11.0,24.0,16.0,13.0,0.0,4,9
2023-09-12,255.0,10.0,20.0,36.0,9.0,7.0,4.0,18.0,11.0,10.0,1.0,15.0,17.0,13.0,12,18.0,7.0,6.0,53,37.0,17.0,21.0,17.0,14.0,14.0,6.0,12.0,13.0,7.0,8.0,3,9
2023-09-11,281.0,9.0,20.0,35.0,8.0,1.0,5.0,24.0,10.0,9.0,5.0,10.0,14.0,15.0,13,16.0,22.0,13.0,71,38.0,20.0,15.0,23.0,13.0,18.0,4.0,36.0,8.0,3.0,9.0,2,9
2023-09-10,261.0,11.0,14.0,26.0,4.0,6.0,2.0,22.0,7.0,6.0,25.0,9.0,13.0,15.0,16,18.0,9.0,12.0,56,29.0,16.0,10.0,21.0,7.0,13.0,8.0,25.0,15.0,2.0,6.0,1,9
2023-09-09,331.0,8.0,26.0,50.0,26.0,17.0,12.0,29.0,14.0,23.0,7.0,18.0,25.0,20.0,20,10.0,24.0,23.0,110,49.0,24.0,39.0,43.0,8.0,35.0,14.0,38.0,34.0,11.0,0.0,7,9
2023-09-08,394.0,13.0,32.0,48.0,22.0,14.0,10.0,36.0,17.0,12.0,1.0,14.0,19.0,13.0,12,17.0,22.0,18.0,95,58.0,42.0,24.0,24.0,15.0,31.0,9.0,39.0,28.0,6.0,0.0,6,9
2023-09-07,313.0,5.0,16.0,34.0,8.0,7.0,2.0,20.0,5.0,10.0,1.0,9.0,13.0,20.0,9,11.0,11.0,10.0,72,36.0,17.0,10.0,16.0,6.0,10.0,4.0,33.0,10.0,4.0,0.0,5,9
2023-09-06,295.0,13.0,21.0,53.0,11.0,7.0,2.0,25.0,17.0,13.0,1.0,5.0,16.0,6.0,10,16.0,18.0,10.0,74,35.0,10.0,14.0,23.0,10.0,24.0,13.0,19.0,23.0,6.0,7.0,4,9
2023-09-05,275.0,12.0,12.0,34.0,4.0,7.0,4.0,15.0,13.0,11.0,1.0,4.0,14.0,11.0,14,12.0,14.0,10.0,67,30.0,18.0,14.0,17.0,8.0,20.0,9.0,21.0,11.0,2.0,6.0,3,9
2023-09-04,255.0,5.0,12.0,31.0,6.0,5.0,4.0,16.0,6.0,11.0,16.0,7.0,8.0,11.0,11,5.0,13.0,10.0,54,28.0,16.0,9.0,22.0,4.0,19.0,4.0,24.0,9.0,6.0,1.0,2,9
2023-09-03,223.0,5.0,14.0,17.0,6.0,6.0,2.0,19.0,6.0,3.0,19.0,6.0,7.0,7.0,8,9.0,8.0,5.0,38,24.0,9.0,7.0,15.0,3.0,8.0,2.0,12.0,12.0,0.0,3.0,1,9
2023-09-02,340.0,13.0,36.0,56.0,19.0,14.0,5.0,47.0,13.0,19.0,6.0,16.0,33.0,17.0,32,33.0,20.0,17.0,95,45.0,37.0,38.0,38.0,15.0,26.0,13.0,35.0,28.0,15.0,15.0,7,9
2023-09-01,366.0,19.0,30.0,52.0,5.0,11.0,3.0,44.0,7.0,21.0,1.0,12.0,23.0,18.0,24,19.0,25.0,20.0,104,42.0,38.0,25.0,31.0,20.0,30.0,10.0,31.0,35.0,12.0,0.0,6,9
2023-08-31,354.0,12.0,20.0,43.0,5.0,4.0,9.0,37.0,12.0,14.0,2.0,10.0,19.0,14.0,10,22.0,22.0,14.0,85,52.0,25.0,28.0,24.0,11.0,24.0,6.0,34.0,9.0,7.0,0.0,5,8
2023-08-30,320.0,3.0,14.0,29.0,10.0,8.0,3.0,30.0,15.0,11.0,7.0,5.0,18.0,17.0,13,15.0,16.0,10.0,73,54.0,18.0,23.0,18.0,9.0,19.0,4.0,29.0,9.0,5.0,0.0,4,8
2023-08-29,312.0,8.0,15.0,39.0,13.0,8.0,3.0,27.0,8.0,15.0,4.0,11.0,20.0,16.0,8,12.0,19.0,10.0,93,30.0,24.0,22.0,30.0,12.0,28.0,10.0,35.0,10.0,4.0,2.0,3,8
2023-08-28,306.0,9.0,19.0,40.0,3.0,13.0,4.0,26.0,7.0,9.0,1.0,5.0,8.0,14.0,11,15.0,12.0,10.0,75,37.0,19.0,31.0,24.0,8.0,19.0,8.0,34.0,13.0,2.0,13.0,2,8
2023-08-27,301.0,5.0,24.0,32.0,3.0,5.0,3.0,25.0,12.0,4.0,8.0,14.0,15.0,11.0,9,6.0,15.0,13.0,49,37.0,9.0,14.0,12.0,3.0,18.0,10.0,23.0,6.0,8.0,0.0,1,8
2023-08-26,367.0,24.0,34.0,52.0,23.0,19.0,8.0,42.0,21.0,24.0,16.0,16.0,18.0,21.0,29,30.0,31.0,9.0,118,63.0,38.0,31.0,29.0,13.0,33.0,15.0,28.0,30.0,9.0,0.0,7,8
2023-08-25,384.0,13.0,29.0,38.0,17.0,19.0,7.0,35.0,5.0,19.0,11.0,17.0,18.0,25.0,12,20.0,20.0,7.0,95,65.0,31.0,37.0,30.0,18.0,27.0,18.0,32.0,34.0,20.0,0.0,6,8
2023-08-24,374.0,5.0,20.0,44.0,12.0,6.0,3.0,23.0,9.0,11.0,8.0,7.0,16.0,5.0,12,14.0,18.0,10.0,82,41.0,13.0,14.0,32.0,4.0,17.0,7.0,44.0,7.0,2.0,0.0,5,8
2023-08-23,306.0,9.0,18.0,40.0,7.0,4.0,2.0,20.0,10.0,3.0,0.0,6.0,15.0,7.0,16,15.0,13.0,11.0,56,32.0,19.0,17.0,23.0,12.0,13.0,8.0,22.0,11.0,3.0,0.0,4,8
2023-08-22,326.0,14.0,17.0,40.0,10.0,6.0,1.0,31.0,8.0,10.0,1.0,9.0,16.0,21.0,10,24.0,18.0,11.0,92,41.0,18.0,20.0,24.0,3.0,15.0,6.0,33.0,10.0,4.0,0.0,3,8
2023-08-21,285.0,8.0,16.0,29.0,12.0,3.0,4.0,20.0,7.0,9.0,8.0,13.0,20.0,17.0,13,10.0,16.0,8.0,62,30.0,22.0,14.0,25.0,12.0,19.0,7.0,29.0,9.0,6.0,2.0,2,8
2023-08-20,288.0,4.0,18.0,16.0,4.0,1.0,2.0,18.0,3.0,11.0,8.0,6.0,11.0,8.0,8,6.0,13.0,4.0,47,38.0,14.0,12.0,15.0,4.0,12.0,5.0,29.0,7.0,3.0,8.0,1,8
2023-08-19,336.0,9.0,34.0,46.0,12.0,8.0,10.0,32.0,22.0,22.0,10.0,19.0,18.0,19.0,20,14.0,24.0,20.0,99,69.0,38.0,36.0,26.0,17.0,37.0,20.0,41.0,23.0,9.0,12.0,7,8
2023-08-18,403.0,14.0,31.0,51.0,21.0,10.0,9.0,49.0,12.0,16.0,14.0,20.0,28.0,12.0,19,18.0,33.0,22.0,92,51.0,40.0,22.0,33.0,21.0,35.0,15.0,41.0,29.0,12.0,21.0,6,8
2023-08-17,373.0,11.0,20.0,42.0,11.0,3.0,2.0,21.0,9.0,6.0,1.0,7.0,11.0,15.0,18,20.0,19.0,17.0,87,47.0,28.0,14.0,19.0,10.0,22.0,14.0,32.0,9.0,9.0,0.0,5,8
2023-08-16,363.0,13.0,18.0,39.0,13.0,8.0,5.0,25.0,10.0,16.0,9.0,13.0,16.0,13.0,17,13.0,25.0,14.0,77,39.0,20.0,17.0,23.0,8.0,25.0,8.0,31.0,6.0,7.0,13.0,4,8
2023-08-15,301.0,14.0,28.0,39.0,12.0,10.0,3.0,22.0,10.0,7.0,7.0,8.0,28.0,10.0,10,14.0,21.0,11.0,80,44.0,15.0,26.0,25.0,12.0,17.0,6.0,33.0,8.0,7.0,8.0,3,8
2023-08-14,294.0,10.0,24.0,47.0,17.0,12.0,1.0,27.0,11.0,5.0,3.0,10.0,19.0,16.0,13,13.0,25.0,10.0,84,36.0,23.0,22.0,22.0,9.0,28.0,10.0,37.0,5.0,5.0,0.0,2,8
2023-08-13,294.0,7.0,13.0,22.0,5.0,4.0,3.0,16.0,6.0,11.0,1.0,8.0,14.0,9.0,10,11.0,8.0,7.0,46,29.0,17.0,9.0,21.0,3.0,19.0,6.0,29.0,7.0,5.0,0.0,1,8
2023-08-12,405.0,18.0,38.0,56.0,9.0,10.0,6.0,41.0,14.0,17.0,16.0,13.0,26.0,19.0,26,19.0,30.0,19.0,120,57.0,36.0,30.0,45.0,14.0,44.0,16.0,38.0,18.0,16.0,11.0,7,8
2023-08-11,394.0,20.0,30.0,61.0,15.0,9.0,10.0,59.0,17.0,17.0,4.0,14.0,26.0,22.0,24,19.0,20.0,14.0,90,53.0,39.0,40.0,27.0,19.0,33.0,19.0,44.0,26.0,11.0,4.0,6,8
2023-08-10,385.0,7.0,23.0,39.0,6.0,2.0,2.0,22.0,13.0,15.0,6.0,9.0,13.0,17.0,16,19.0,16.0,12.0,80,45.0,26.0,20.0,31.0,7.0,19.0,14.0,37.0,9.0,6.0,0.0,5,8
2023-08-09,303.0,20.0,29.0,48.0,4.0,7.0,5.0,17.0,13.0,9.0,14.0,4.0,24.0,19.0,18,16.0,22.0,15.0,101,60.0,19.0,23.0,28.0,6.0,26.0,7.0,27.0,13.0,2.0,0.0,4,8
2023-08-08,336.0,14.0,23.0,45.0,12.0,12.0,7.0,26.0,13.0,17.0,1.0,7.0,16.0,14.0,12,18.0,16.0,17.0,95,41.0,28.0,24.0,30.0,4.0,19.0,11.0,29.0,10.0,3.0,0.0,3,8
2023-08-07,298.0,11.0,17.0,34.0,10.0,6.0,6.0,21.0,16.0,10.0,10.0,5.0,17.0,9.0,18,21.0,22.0,10.0,57,28.0,20.0,12.0,18.0,10.0,19.0,7.0,26.0,16.0,6.0,0.0,2,8
2023-08-06,284.0,6.0,13.0,22.0,6.0,6.0,5.0,17.0,7.0,9.0,6.0,6.0,17.0,4.0,9,11.0,7.0,10.0,44,36.0,12.0,9.0,17.0,1.0,18.0,3.0,26.0,5.0,5.0,7.0,1,8
2023-08-05,366.5,16.0,31.0,40.0,17.0,13.0,8.0,38.0,14.0,10.0,12.0,11.0,21.0,19.0,17,23.0,22.0,18.0,91,64.0,21.0,31.0,31.0,15.0,37.0,10.0,39.0,32.0,11.0,15.0,7,8
2023-08-04,362.5,9.0,28.0,69.0,10.0,15.0,7.0,55.0,16.0,17.0,5.0,15.0,27.0,19.0,27,25.0,28.0,17.0,106,61.0,39.0,30.0,18.0,16.0,31.0,14.0,40.0,27.0,18.0,0.0,6,8
2023-08-03,382.0,10.0,30.0,52.0,9.0,6.0,7.0,37.0,6.0,17.0,1.0,13.0,28.0,12.0,14,21.0,21.0,8.0,84,42.0,30.0,24.0,25.0,6.0,37.0,9.0,35.0,13.0,7.0,0.0,5,8
2023-08-02,345.0,12.0,16.0,46.0,14.0,5.0,3.0,18.0,18.0,18.0,8.0,13.0,18.0,15.0,20,16.0,16.0,16.0,85,55.0,28.0,16.0,28.0,7.0,34.0,10.0,31.0,15.0,6.0,0.0,4,8
2023-08-01,307.0,7.0,21.0,33.0,6.0,10.0,3.0,15.0,8.0,12.0,2.0,6.0,27.0,19.0,19,17.0,23.0,14.0,103,46.0,19.0,11.0,27.0,10.0,28.0,5.0,33.0,11.0,8.0,0.0,3,8
2023-07-31,294.0,8.0,15.0,31.0,14.0,7.0,4.0,25.0,12.0,15.0,12.0,7.0,14.0,19.0,23,18.0,20.0,10.0,78,42.0,29.0,19.0,23.0,11.0,27.0,12.0,33.0,6.0,6.0,0.0,2,7
2023-07-30,304.0,7.0,21.0,23.0,8.0,2.0,2.0,20.0,7.0,8.0,12.0,5.0,14.0,11.0,3,9.0,11.0,7.0,44,39.0,16.0,12.0,9.0,6.0,17.0,10.0,30.0,13.0,5.0,0.0,1,7
2023-07-29,366.5,18.0,25.0,46.0,12.0,17.0,8.0,47.0,12.0,14.0,8.0,18.0,17.0,5.0,20,25.0,14.0,14.0,90,47.0,32.0,29.0,26.0,13.0,28.0,9.0,51.0,20.0,16.0,7.0,7,7
2023-07-28,415.0,20.0,39.0,63.0,11.0,7.0,3.0,58.0,10.0,16.0,15.0,15.0,24.0,20.0,36,19.0,30.0,12.0,94,52.0,38.0,24.0,37.0,21.0,43.0,17.0,41.0,31.0,17.0,17.0,6,7
2023-07-27,292.0,19.0,22.0,43.0,11.0,4.0,5.0,22.0,14.0,9.0,2.0,13.0,25.0,14.0,20,18.0,19.0,15.0,97,42.0,18.0,19.0,12.0,4.0,22.0,13.0,38.0,10.0,5.0,0.0,5,7
2023-07-26,314.0,11.0,20.0,42.0,16.0,8.0,5.0,20.0,11.0,13.0,1.0,11.0,14.0,7.0,13,15.0,20.0,6.0,64,42.0,17.0,18.0,18.0,9.0,29.0,11.0,35.0,12.0,13.0,6.0,4,7
2023-07-25,282.0,10.0,18.0,32.0,7.0,8.0,8.0,12.0,12.0,13.0,11.0,7.0,20.0,11.0,13,20.0,14.0,11.0,54,38.0,17.0,18.0,16.0,1.0,20.0,7.0,38.0,7.0,3.0,9.0,3,7
2023-07-24,294.0,6.0,14.0,34.0,9.0,7.0,1.0,19.0,7.0,7.0,14.0,8.0,17.0,13.0,8,15.0,14.0,11.0,54,28.0,15.0,11.0,19.0,8.0,14.0,3.0,24.0,11.0,6.0,0.0,2,7
2023-07-23,280.0,2.0,9.0,13.0,5.0,2.0,4.0,9.0,4.0,6.0,6.0,2.0,6.0,8.0,5,8.0,6.0,9.0,28,21.0,13.0,13.0,17.0,1.0,8.0,7.0,13.0,6.0,2.0,0.0,1,7
